timestamp	phase	sample	elapsed_seconds	some_avg10	some_avg60	some_avg300	some_total	full_avg10	full_avg60	full_avg300	full_total
2026-08-20T09:25:15Z	baseline	21	300	avg10=0.00	avg60=0.00	avg300=0.10	total=55340528	avg10=0.00	avg60=0.00	avg300=0.06	total=41280254
2026-08-20T09:28:10Z	steady	1	0	avg10=0.00	avg60=0.05	avg300=0.07	total=55568800	avg10=0.00	avg60=0.03	avg300=0.05	total=41479258
2026-08-20T09:28:25Z	steady	2	15	avg10=0.00	avg60=0.03	avg300=0.06	total=55587313	avg10=0.00	avg60=0.02	avg300=0.04	total=41497088
2026-08-20T09:28:40Z	steady	3	30	avg10=0.00	avg60=0.02	avg300=0.06	total=55605808	avg10=0.00	avg60=0.02	avg300=0.04	total=41512047
2026-08-20T09:28:55Z	steady	4	45	avg10=0.08	avg60=0.05	avg300=0.06	total=55631945	avg10=0.00	avg60=0.01	avg300=0.04	total=41531703
2026-08-20T09:29:10Z	steady	5	60	avg10=0.01	avg60=0.03	avg300=0.06	total=55631945	avg10=0.00	avg60=0.01	avg300=0.03	total=41531703
2026-08-20T09:29:25Z	steady	6	75	avg10=0.00	avg60=0.02	avg300=0.06	total=55655629	avg10=0.00	avg60=0.00	avg300=0.03	total=41554789
2026-08-20T09:29:40Z	steady	7	90	avg10=0.00	avg60=0.02	avg300=0.05	total=55655629	avg10=0.00	avg60=0.00	avg300=0.03	total=41554789
2026-08-20T09:29:55Z	steady	8	105	avg10=0.00	avg60=0.01	avg300=0.05	total=55661080	avg10=0.00	avg60=0.00	avg300=0.02	total=41560218
2026-08-20T09:30:10Z	steady	9	120	avg10=0.00	avg60=0.00	avg300=0.05	total=55661080	avg10=0.00	avg60=0.00	avg300=0.02	total=41560218
2026-08-20T09:30:25Z	steady	10	135	avg10=0.00	avg60=0.00	avg300=0.04	total=55661085	avg10=0.00	avg60=0.00	avg300=0.02	total=41560222
2026-08-20T09:30:40Z	steady	11	150	avg10=0.00	avg60=0.00	avg300=0.04	total=55661085	avg10=0.00	avg60=0.00	avg300=0.01	total=41560222
2026-08-20T09:30:55Z	steady	12	165	avg10=0.00	avg60=0.00	avg300=0.03	total=55666847	avg10=0.00	avg60=0.00	avg300=0.01	total=41564457
2026-08-20T09:31:10Z	steady	13	180	avg10=0.00	avg60=0.00	avg300=0.03	total=55667517	avg10=0.00	avg60=0.00	avg300=0.00	total=41565090
2026-08-20T09:31:25Z	steady	14	195	avg10=12.93	avg60=2.43	avg300=0.54	total=57198807	avg10=12.27	avg60=2.30	avg300=0.49	total=43021843
2026-08-20T09:31:40Z	steady	15	210	avg10=2.85	avg60=1.92	avg300=0.52	total=57243567	avg10=2.60	avg60=1.79	avg300=0.47	total=43057319
2026-08-20T09:31:55Z	steady	16	225	avg10=0.70	avg60=1.52	avg300=0.50	total=57243567	avg10=0.64	avg60=1.41	avg300=0.44	total=43057319
2026-08-20T09:32:10Z	steady	17	240	avg10=0.14	avg60=1.16	avg300=0.47	total=57243567	avg10=0.12	avg60=1.08	avg300=0.42	total=43057319
