timestamp	phase	sample	service	pid	Rss_kB	Pss_kB	Pss_Anon_kB	Pss_File_kB	Swap_kB
2026-08-20T07:24:23Z	baseline	1	cpa-manager-plus	1144	38168	38164	25728	12436	2436
2026-08-20T07:24:23Z	baseline	1	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:24:23Z	baseline	1	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:24:41Z	baseline	2	cpa-manager-plus	1144	38440	38436	25992	12444	2436
2026-08-20T07:24:41Z	baseline	2	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:24:41Z	baseline	2	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:24:58Z	baseline	3	cpa-manager-plus	1144	38704	38700	26256	12444	2436
2026-08-20T07:24:58Z	baseline	3	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:24:58Z	baseline	3	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:25:16Z	baseline	4	cpa-manager-plus	1144	38704	38700	26256	12444	2436
2026-08-20T07:25:16Z	baseline	4	cli-proxy-api	1136	38756	38752	27180	11572	960
2026-08-20T07:25:16Z	baseline	4	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:25:34Z	baseline	5	cpa-manager-plus	1144	38976	38972	26528	12444	2436
2026-08-20T07:25:34Z	baseline	5	cli-proxy-api	1136	38756	38752	27180	11572	960
2026-08-20T07:25:34Z	baseline	5	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:25:52Z	baseline	6	cpa-manager-plus	1144	37948	37944	25500	12444	2436
2026-08-20T07:25:52Z	baseline	6	cli-proxy-api	1136	38756	38752	27180	11572	960
2026-08-20T07:25:52Z	baseline	6	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:26:10Z	baseline	7	cpa-manager-plus	1144	38212	38208	25764	12444	2436
2026-08-20T07:26:10Z	baseline	7	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:26:10Z	baseline	7	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:26:28Z	baseline	8	cpa-manager-plus	1144	38476	38472	26028	12444	2436
2026-08-20T07:26:28Z	baseline	8	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:26:28Z	baseline	8	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:26:46Z	baseline	9	cpa-manager-plus	1144	38476	38472	26028	12444	2436
2026-08-20T07:26:46Z	baseline	9	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:26:46Z	baseline	9	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:27:03Z	baseline	10	cpa-manager-plus	1144	38740	38736	26292	12444	2436
2026-08-20T07:27:03Z	baseline	10	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:27:03Z	baseline	10	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:27:21Z	baseline	11	cpa-manager-plus	1144	38740	38736	26292	12444	2436
2026-08-20T07:27:21Z	baseline	11	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:27:21Z	baseline	11	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:27:38Z	baseline	12	cpa-manager-plus	1144	39004	39000	26556	12444	2436
2026-08-20T07:27:38Z	baseline	12	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:27:38Z	baseline	12	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:27:56Z	baseline	13	cpa-manager-plus	1144	38192	38188	25744	12444	2436
2026-08-20T07:27:56Z	baseline	13	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:27:56Z	baseline	13	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:28:14Z	baseline	14	cpa-manager-plus	1144	38192	38188	25744	12444	2436
2026-08-20T07:28:14Z	baseline	14	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:28:14Z	baseline	14	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:28:31Z	baseline	15	cpa-manager-plus	1144	38456	38452	26008	12444	2436
2026-08-20T07:28:31Z	baseline	15	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:28:31Z	baseline	15	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:28:49Z	baseline	16	cpa-manager-plus	1144	38456	38452	26008	12444	2436
2026-08-20T07:28:49Z	baseline	16	cli-proxy-api	1136	38724	38720	27148	11572	960
2026-08-20T07:28:49Z	baseline	16	cloudflared	722	25900	25896	17712	8184	1428
2026-08-20T07:29:07Z	baseline	17	cpa-manager-plus	1144	38720	38716	26272	12444	2436
