timestamp	phase	sample	service	pid	Rss_kB	Pss_kB	Pss_Anon_kB	Pss_File_kB	Swap_kB
2026-08-20T07:45:54Z	baseline	1	cpa-manager-plus	1144	38680	38676	26064	12612	2436
2026-08-20T07:45:54Z	baseline	1	cli-proxy-api	1136	39284	39280	27176	12104	972
2026-08-20T07:45:54Z	baseline	1	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:46:12Z	baseline	2	cpa-manager-plus	1144	38680	38676	26064	12612	2436
2026-08-20T07:46:12Z	baseline	2	cli-proxy-api	1136	39284	39280	27176	12104	972
2026-08-20T07:46:12Z	baseline	2	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:46:30Z	baseline	3	cpa-manager-plus	1144	38944	38940	26328	12612	2436
2026-08-20T07:46:30Z	baseline	3	cli-proxy-api	1136	39284	39280	27176	12104	972
2026-08-20T07:46:30Z	baseline	3	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:46:48Z	baseline	4	cpa-manager-plus	1144	38944	38940	26328	12612	2436
2026-08-20T07:46:48Z	baseline	4	cli-proxy-api	1136	39248	39244	27140	12104	972
2026-08-20T07:46:48Z	baseline	4	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:47:06Z	baseline	5	cpa-manager-plus	1144	39208	39204	26592	12612	2436
2026-08-20T07:47:06Z	baseline	5	cli-proxy-api	1136	39248	39244	27140	12104	972
2026-08-20T07:47:06Z	baseline	5	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:47:24Z	baseline	6	cpa-manager-plus	1144	38192	38188	25576	12612	2436
2026-08-20T07:47:24Z	baseline	6	cli-proxy-api	1136	39248	39244	27140	12104	972
2026-08-20T07:47:24Z	baseline	6	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:47:41Z	baseline	7	cpa-manager-plus	1144	38192	38188	25576	12612	2436
2026-08-20T07:47:41Z	baseline	7	cli-proxy-api	1136	39248	39244	27140	12104	972
2026-08-20T07:47:41Z	baseline	7	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:47:59Z	baseline	8	cpa-manager-plus	1144	38456	38452	25840	12612	2436
2026-08-20T07:47:59Z	baseline	8	cli-proxy-api	1136	39248	39244	27140	12104	972
2026-08-20T07:47:59Z	baseline	8	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:48:17Z	baseline	9	cpa-manager-plus	1144	38456	38452	25840	12612	2436
2026-08-20T07:48:17Z	baseline	9	cli-proxy-api	1136	39248	39244	27140	12104	972
2026-08-20T07:48:17Z	baseline	9	cloudflared	722	25996	25992	17584	8408	1428
2026-08-20T07:48:36Z	baseline	10	cpa-manager-plus	1144	39228	39224	26204	13020	2436
2026-08-20T07:48:36Z	baseline	10	cli-proxy-api	1136	50648	50644	34216	16428	972
2026-08-20T07:48:36Z	baseline	10	cloudflared	722	26048	26044	17584	8460	1428
2026-08-20T07:48:54Z	baseline	11	cpa-manager-plus	1144	39704	39700	26644	13056	2436
2026-08-20T07:48:54Z	baseline	11	cli-proxy-api	1136	50648	50644	34216	16428	972
2026-08-20T07:48:54Z	baseline	11	cloudflared	722	26048	26044	17584	8460	1428
